quadrat,n,n_pv,base_rate,true_area,auc__baseline,ws__baseline,rate__baseline,area__baseline,auc__area_weighted,ws__area_weighted,rate__area_weighted,area__area_weighted,auc__iso_global,ws__iso_global,rate__iso_global,area__iso_global,auc__iso_by_size,ws__iso_by_size,rate__iso_by_size,area__iso_by_size,auc__platt,ws__platt,rate__platt,area__platt,auc__area_weighted_iso,ws__area_weighted_iso,rate__area_weighted_iso,area__area_weighted_iso
khairpur_rural,564,4,0.0070921985815602835,380.82649999999995,0.49642857142857144,0.4338375627341486,0.025188479164317164,1488.3341720260078,0.5361607142857143,0.4678237810350626,0.038459152259784836,1837.8486558221425,0.49575892857142856,0.4367710468650597,0.027075876112998828,1492.1207315841607,0.47299107142857144,0.42063688414504846,0.02840800121702382,1621.662119692916,0.49642857142857144,0.4338375627341486,0.02672327114349957,1548.6199055744485,0.51875,0.43946676776958815,0.03481716474113646,1587.206189331499
lahore,13500,3570,0.2644444444444444,791691.5835,0.8869668914897278,0.7739195971506203,0.2037332951290015,611595.9766238831,0.8745982380867755,0.771297859634585,0.23979358188822503,620950.5525048471,0.8867496142465042,0.7734684347376961,0.20396085897832616,612670.9646920349,0.887010036643056,0.7733478714888006,0.20710093831426032,639165.9126423313,0.8869668914897278,0.7739195971506203,0.19664459396077735,584887.5662414741,0.8744677024888505,0.7711405947555521,0.2144870031953074,563296.8655631363
layyah_periurban,584,15,0.025684931506849314,1461.3955,0.7927357937902754,0.7710479916288642,0.022410157725108834,1308.8436175071909,0.8137082601054482,0.7891818196516535,0.038554961248785366,1780.5877948003078,0.79302870533099,0.7678819358163094,0.024133884986149927,1325.1267044290098,0.7545401288810779,0.7195933540612965,0.025091103217179608,1455.8541597613894,0.7927357937902754,0.7710479916288642,0.023518275580642286,1347.9043153860894,0.80796719390744,0.7798326090509161,0.034189017306182685,1521.5535658836193
lodhran_periurban,949,32,0.03371970495258166,7704.028899999999,0.8160100872410033,0.6147284557404429,0.027718039102177242,4372.570657904937,0.7831924754634678,0.5935066604773227,0.03692182105226914,4153.777994259477,0.8154137131952017,0.6212509938553643,0.029185883601349612,4262.316714250721,0.832742639040349,0.6855480316189063,0.03027679278596766,4498.9083560347735,0.8160100872410033,0.6147284557404429,0.02869802950853698,4411.290441435927,0.7810625681570338,0.5911867469004758,0.03373013940798838,3480.5370757112287
malok,5891,384,0.06518417925649296,60235.1225,0.841819218721627,0.7917735280948991,0.05225943544474724,46536.14007234093,0.8186432230191877,0.7801989698207444,0.0678782222359215,48619.35592996189,0.8411262086889414,0.7898346785876414,0.05136698332739231,43977.66102804622,0.8379909944161976,0.7863902128969014,0.05260360685647949,45890.959653218684,0.841819218721627,0.7917735280948991,0.053217658156712935,46618.34733559009,0.8177225198232553,0.7793718165955154,0.056743447082810254,39849.147129974896
mardan,4751,761,0.16017680488318248,112930.29430000001,0.7647492581651237,0.6859675951375034,0.08716606618737102,64293.746524670896,0.7300047095399471,0.6733270623700774,0.11147048692699003,63440.65366093348,0.7643011931932328,0.6844711146907667,0.08260582299099298,61111.32413666016,0.7632557082588205,0.6815679652093023,0.08237852812748521,62438.79282869627,0.7647492581651237,0.6859675951375034,0.08733227902152521,63407.263846851885,0.7287230889312638,0.6718637510630628,0.08861415492559342,51530.24557244425
multan,3419,292,0.08540508920737058,279175.8382,0.9245370634027099,0.9052077075955526,0.16497869328075743,450419.8206747574,0.9291029083852088,0.905775026347556,0.1670100840758044,362652.12779990566,0.9243174779100279,0.9049943864885307,0.15856980805055979,428412.3128002456,0.9194121241857266,0.9019228263673029,0.1536823155979093,440177.6991153354,0.9245370634027099,0.9052077075955526,0.16314415191617196,442078.6779099045,0.9294862247065987,0.9065076515202115,0.14557883501755087,315545.4191789763
muzaffargarh_rural,639,6,0.009389671361502348,1010.5795999999999,0.8817798841495524,0.848607985654383,0.023311433487327914,1401.6306897088994,0.8256977356503423,0.7550370542121054,0.03729077612559586,1792.3127778875248,0.8836229594523434,0.8449503274499699,0.025869868617306897,1438.0448460249372,0.8811216429699842,0.7870904834807367,0.026470550927853352,1587.6922420773908,0.8817798841495524,0.848607985654383,0.025045310542874594,1467.28272286068,0.8293838862559242,0.760186925581995,0.03428697978090521,1561.886128244577
muzaffargarh_rural_wide,1111,11,0.009900990099009901,1613.2601,0.9359504132231405,0.8776191094993655,0.02659222479017471,3218.5413772885395,0.952892561983471,0.9125230407269218,0.038493159133154424,3682.636081562432,0.9387603305785124,0.888839524199245,0.029216990868488574,3190.8539167877184,0.9304545454545454,0.8633211577891394,0.0294065066137678,3390.3081156252365,0.9359504132231405,0.8776191094993655,0.028354018802356454,3322.3507938690036,0.9543388429752067,0.9205525082511713,0.03546101038073329,3103.423473365599
nasirabad_rural,189,0,0.0,0.0,,,0.026171347573198764,349.1077450552549,,,0.05281708456001471,527.0764232305983,,,0.028142009596457823,352.7100845544007,,,0.026508200158556178,365.91787151443054,,,0.0279966601050091,367.21046939637097,,,0.047038837867789264,442.8827650711521
peshawar,2109,398,0.18871503082029398,91230.3192,0.910801817386171,0.8206139890397154,0.18506944257489497,79950.21833557641,0.8897027510433524,0.8097762413997004,0.23612390056161747,82260.74139072181,0.9105161987611935,0.8191328691858075,0.18489301502828137,80517.64264933043,0.9115125598771179,0.8165749349806324,0.1809659494561554,83224.60436632702,0.910801817386171,0.8206139890397154,0.1815010747424009,77384.4299075841,0.8893348977500007,0.809494020869313,0.2089768161366503,74639.00940983152
peshawar_west,7722,863,0.11175861175861176,354966.32420000003,0.8869038438049525,0.8613314457733896,0.14349895132196094,464011.0019760061,0.8808256087653356,0.8592006148717105,0.1521963510556496,367351.6633054786,0.8869909315551101,0.8612740605680566,0.13935340760713508,442998.23864856584,0.8831358415168507,0.8594504341747317,0.13762592401630697,459285.6194532403,0.8869038438049525,0.8613314457733896,0.14270705566935937,456976.3816762408,0.880796297951267,0.8590905870002933,0.13110561758372413,315624.77897627896
quetta,5258,260,0.049448459490300495,38775.2857,0.8349070397389725,0.8199016060514814,0.14510134122627255,103092.04113439469,0.8082002031581863,0.8046458865213759,0.16674475735597002,97399.349870623,0.8347196570936066,0.8199103247791649,0.1424607906600667,101331.98691854643,0.8338893249607535,0.8180152927614047,0.13667280200180631,102673.83082916317,0.8349070397389725,0.8199016060514814,0.14387945376103373,101368.60545384325,0.8075041555083572,0.8040506416268123,0.14412956790434903,85098.41268432529
rahim_yar_khan,5554,778,0.14007922218221103,131716.4895,0.8370569643418463,0.7561440599219843,0.04595797461927191,56402.904381535205,0.8137387881997821,0.7413831622911257,0.050576110443794085,49388.36386551276,0.8364802267550262,0.7550955465323775,0.045813336593644616,54679.29532974817,0.8343387890609861,0.746706566489504,0.046759098761787195,56351.84822640736,0.8370569643418463,0.7561440599219843,0.046678988508741026,56453.305016360355,0.811971032325294,0.7406909022946806,0.043711921776390814,41750.52100459668
sanghar,13422,618,0.04604380867232901,87787.9495,0.7750455207666698,0.6991160096116628,0.07141086363380938,124294.80826837756,0.7397603550265947,0.669291814036643,0.11008914673409172,150240.48043901598,0.7746354294622736,0.6989064174576183,0.0725851430575236,124540.83272970654,0.7804201811933771,0.7017948687802712,0.0713140191050569,127274.55250098936,0.7750455207666698,0.6991160096116628,0.07287953509293249,125025.47174635384,0.7391692295793487,0.6691121914684743,0.09669213672136245,132094.9145062032
sialkot,4195,437,0.10417163289630513,71118.70259999999,0.8194557940771359,0.7753455651137373,0.14301276382918315,101215.23852256557,0.8069905483100583,0.7628590389002454,0.1318986503310752,78615.19368691713,0.8195943238710888,0.7755405726718458,0.1394761214773938,99652.77772844149,0.8200303121456834,0.7747490090902455,0.13862338242929648,101670.59046681484,0.8194557940771359,0.7753455651137373,0.14354160202189878,100511.40607266116,0.8070575297488927,0.7630262178511521,0.10727399038982591,64863.90142874989
site_karachi,7110,901,0.12672292545710268,664116.5203999999,0.9339836251447676,0.9159231501209196,0.17091385274689555,859281.3368853611,0.9308348895279113,0.9150087239815056,0.1683554933213967,669368.295037618,0.93365248505222,0.9154500006246927,0.1624692889921068,797275.7800811472,0.930563095460047,0.914785299222501,0.15977916835205958,829009.3315460731,0.9339836251447676,0.9159231501209196,0.1697849693214536,849706.1881688072,0.930485784750181,0.9145909324780662,0.14204418197217603,562613.48306579
sukkur,6094,1032,0.16934689858877586,171495.33770000003,0.7784135632880959,0.7102586779710595,0.09008350919180025,96313.38820132712,0.7516669270043707,0.6994192076285083,0.11501305979486626,102006.91690807356,0.7781380073139581,0.709695595473138,0.08932174897372774,94752.0487888934,0.7823928059504011,0.7076161280238797,0.09022566929115693,98392.2587864307,0.7784135632880959,0.7102586779710595,0.09080587869018128,95866.24858273822,0.7508843824942802,0.6976448866884414,0.09829815976547134,87814.56539139079
sundar,2401,220,0.09162848812994585,252535.50209999998,0.913511316743779,0.8937772102338185,0.20780882165430234,495557.623517217,0.9267725397023884,0.8923241565806825,0.2093483065665124,391638.17606660066,0.91332478846234,0.8932881195616686,0.20358875377631627,479747.4863568252,0.9062565128589888,0.8918009107038971,0.19865525139665077,495664.65071987256,0.913511316743779,0.8937772102338185,0.20606381070590876,484621.8919267741,0.9268621566420742,0.8924665523765792,0.18305456147335944,342218.25541353365
tank_rural,225,10,0.044444444444444446,1285.5511999999999,0.8976744186046511,0.9013833250378932,0.01364890004332231,503.0142017101332,0.8786046511627907,0.8795137664036288,0.01862718647997502,453.3359332554473,0.8974418604651163,0.8991876173509467,0.017684424639014682,577.175590834504,0.8634883720930232,0.8722109267322032,0.020762457599562682,740.2924362006935,0.8976744186046511,0.9013833250378932,0.015769697357187928,564.3490218306406,0.878139534883721,0.8851272826554428,0.021289270613839173,476.178135351623
