roof_area_m2,pv_area_m2
511.9,433.3
451.1,40.1
562.1,427.9
527.1,73.1
595.1,163.7
1090.1,542.9
778.6,667.1
914.9,155.1
787.9,255.8
1235.8,85.7
926.4,865.4
968.8,960.4
776.9,194.4
1298.8,950.0
823.4,328.8
1209.2,178.6
783.1,459.9
1045.8,380.1
842.4,381.8
1178.3,258.4
858.9,290.7
1306.2,308.2
935.1,734.8
798.2,123.5
914.3,396.9
836.5,536.3
758.1,97.4
1202.2,974.0
833.9,47.6
1250.7,853.2
862.1,790.3
841.1,46.4
806.4,510.5
800.2,378.1
1078.8,114.7
1344.4,947.9
1075.6,702.9
1012.2,967.4
779.8,180.6
1058.4,293.6
786.5,713.8
1082.1,530.6
834.8,363.7
1224.4,688.8
1223.2,453.9
778.7,248.2
1332.1,173.5
751.7,284.3
980.4,869.1
772.4,51.4
845.2,63.6
884.2,93.5
1044.7,297.0
904.7,656.9
801.4,466.2
798.9,149.4
999.4,930.1
864.9,386.0
1028.4,1025.4
817.1,757.1
746.7,714.8
1354.2,565.6
805.8,804.1
956.9,776.1
982.9,547.4
923.8,541.3
1299.2,1093.7
1000.7,169.6
765.2,429.3
1138.6,63.4
813.2,513.0
942.5,766.6
1218.5,1011.0
790.0,788.4
944.8,233.1
1164.1,980.5
847.1,604.7
1064.1,882.7
1262.2,194.7
838.1,355.4
1160.2,554.8
1064.8,825.3
1339.2,1336.3
1206.6,72.5
822.1,639.6
864.9,464.4
853.8,92.6
1018.0,332.0
758.2,232.0
780.5,62.2
971.1,903.2
828.5,723.7
954.1,136.9
1024.2,330.5
1277.7,856.8
922.4,94.9
769.4,228.8
899.0,159.1
831.5,679.9
758.0,275.1
1088.4,964.7
1178.6,855.2
795.3,613.4
922.8,321.3
1010.3,860.8
1042.0,123.9
880.6,745.6
910.8,659.6
998.9,487.1
1270.5,1246.3
1048.5,368.0
795.9,202.8
1311.7,530.9
1124.3,258.2
819.8,626.5
831.6,45.8
1083.2,169.3
938.8,575.4
899.6,529.4
1043.1,622.0
1306.1,213.3
1040.5,345.0
925.6,126.1
1022.7,653.1
1218.9,320.5
969.9,68.4
1028.3,53.3
1210.9,1169.1
770.4,99.8
957.8,58.6
803.3,689.5
1151.1,428.1
943.2,164.0
793.9,550.5
1357.2,282.2
763.5,376.9
1005.4,120.2
1163.6,128.5
1090.2,591.0
1051.5,728.3
804.7,361.1
1259.2,1001.4
1004.4,428.4
862.4,509.0
1152.3,272.9
1088.7,612.2
1021.6,986.7
1268.3,725.4
1016.2,421.6
939.9,923.5
909.2,219.6
957.2,524.6
1331.5,280.7
1192.9,407.4
945.1,332.7
921.4,152.2
817.6,815.8
1116.8,686.4
758.7,659.5
779.3,171.9
1012.7,152.6
980.8,832.1
837.9,358.8
1250.3,1247.6
1043.1,932.9
1022.5,69.6
865.5,589.8
1183.3,1150.2
860.5,43.0
1067.8,388.3
764.5,277.4
1071.3,289.1
973.6,501.2
753.9,235.3
1169.0,262.6
845.1,161.0
776.9,565.3
782.7,129.5
1179.1,544.6
1337.4,728.2
1264.8,146.3
926.3,198.0
1145.7,906.3
897.5,126.2
1055.8,96.8
939.3,148.8
770.4,180.5
857.0,204.4
1035.8,1016.5
1328.9,1326.5
1252.1,1076.3
1248.4,840.4
890.0,318.5
806.8,432.3
1036.0,1028.3
987.5,987.2
921.4,91.3
966.3,680.7
981.9,930.2
765.8,209.2
1070.1,119.9
1021.3,380.6
1144.6,169.2
1094.7,658.7
1014.2,129.4
1031.0,962.6
1137.9,542.5
1293.3,453.1
952.1,148.9
1123.7,791.3
791.2,151.5
788.0,65.3
838.8,114.9
1224.8,328.0
1316.8,663.1
803.1,529.1
775.4,80.7
1142.2,375.1
1037.4,886.5
1186.9,354.3
1342.1,385.8
774.7,365.9
1304.7,274.9
1096.7,216.4
1084.0,492.5
1212.4,280.7
823.9,510.6
876.6,193.6
986.9,51.9
1231.8,814.7
1184.5,376.4
1284.5,739.2
871.4,575.7
755.5,105.8
785.3,629.6
909.8,302.2
1354.9,955.9
880.1,591.0
965.9,382.1
772.7,771.9
1081.9,208.6
759.2,530.3
771.4,141.3
1060.5,1013.8
1159.2,66.8
1167.1,406.8
1097.3,1095.6
949.0,480.4
943.4,942.4
871.8,177.9
1232.1,336.8
959.8,925.1
955.6,177.3
762.9,581.5
829.0,542.1
1935.1,1708.9
1717.1,1355.2
1449.5,1282.4
1846.0,961.0
2515.9,417.7
2354.8,572.8
1974.0,1578.3
2261.3,1798.3
2232.5,191.8
1696.1,769.3
1459.8,507.0
1988.8,1231.8
1768.7,345.7
2524.1,486.2
1482.8,1482.2
1644.6,322.6
1618.4,1176.9
1947.3,1548.6
1776.0,259.5
1647.2,1027.6
1987.4,386.3
1604.6,1602.9
1679.6,1568.8
1907.6,1571.1
1652.5,603.8
1634.4,977.9
1618.6,1600.5
1953.6,1544.2
1419.0,956.7
2219.9,961.6
1722.9,407.4
1521.3,1017.0
1700.6,1396.5
1977.2,101.0
1710.4,1633.2
1569.1,160.0
1969.5,861.2
1525.3,145.5
1804.1,455.3
1895.4,1739.8
2011.0,1036.8
2077.5,524.3
1574.5,120.1
2227.9,2227.3
2357.2,711.7
1814.0,1017.1
2200.8,546.8
1428.5,257.2
2047.4,1598.8
1497.4,1260.9
1655.8,1201.5
2385.0,2233.6
1837.7,973.4
2429.9,149.2
1543.0,389.5
2107.5,945.4
1895.2,1456.1
2374.4,135.6
1781.2,1217.8
1760.6,1349.1
1611.6,481.1
1505.1,1230.0
1559.5,554.3
1845.0,1462.1
1644.9,143.4
2518.4,1439.3
2462.9,1124.6
1889.1,1100.1
1570.9,99.5
2069.4,1984.6
1813.4,177.6
1552.9,881.0
1629.1,85.5
1845.7,217.8
2223.1,1099.3
2265.2,335.7
2000.8,1066.6
2070.9,183.2
1747.2,682.1
1673.4,530.2
1578.2,188.9
2067.9,218.6
1865.6,419.9
1429.5,994.9
2217.6,2119.9
1453.8,306.4
2426.4,2365.4
2004.4,1018.9
1487.6,946.7
1774.7,677.7
2300.0,156.9
2421.0,920.6
2441.6,2426.6
1488.4,358.0
2110.2,864.6
2251.2,1351.4
1498.4,262.9
2193.0,2082.6
2100.2,687.1
2076.5,1785.6
2288.1,1754.4
2322.2,394.7
1524.8,1423.1
1788.2,759.9
1563.7,1563.3
1946.1,206.2
2275.7,304.3
1470.6,311.7
1730.5,157.1
1647.1,1416.8
1670.8,1637.1
1814.7,1722.9
2485.7,1716.3
1930.9,1892.9
2287.6,1174.5
2121.7,1410.5
1751.8,1278.5
1945.8,1531.6
2108.6,590.3
2546.8,1944.8
1578.0,1063.2
1742.1,1061.7
1499.7,521.3
2116.4,497.4
2448.1,1995.9
1673.9,1532.0
2247.1,1144.7
1404.2,810.5
1574.4,1249.0
1496.2,1493.1
1958.0,1903.4
1891.9,898.5
1577.1,1172.5
1664.8,1080.9
1559.4,995.6
1969.4,193.4
1400.7,79.3
2073.2,133.4
1394.7,217.6
1484.7,189.4
1848.3,1256.4
2368.0,655.3
1425.3,852.3
1545.4,778.8
1477.9,103.9
1669.7,1374.8
1605.1,1148.1
1597.5,1597.0
1711.2,1286.4
1451.6,1122.0
1749.4,179.1
2041.0,1146.4
1594.5,1411.2
1388.1,189.5
1669.6,1392.2
1570.4,212.3
1903.7,962.4
2539.5,1748.2
1767.8,1158.6
2413.1,951.8
2351.6,131.6
1612.2,1190.7
2548.1,1283.5
2246.1,1321.5
2247.3,495.5
2238.9,1446.3
1497.2,492.4
1381.4,493.3
1629.2,1245.3
1917.0,1916.4
1431.3,1271.2
2220.2,804.7
2066.1,1359.5
1938.4,1504.9
1796.1,1055.3
1999.1,402.9
2280.4,1053.3
1659.9,1441.7
2064.5,1857.1
1819.8,229.4
1757.9,99.5
2084.8,1959.4
1433.0,1139.7
1422.6,602.5
2312.4,1642.9
1913.4,426.6
1590.4,1358.0
1565.6,921.7
1461.0,586.2
1977.1,1154.3
1769.5,1517.2
1551.2,642.0
1903.6,1508.5
2397.5,1635.1
1427.7,742.5
1839.6,758.7
1551.8,514.4
2287.6,2007.5
1944.8,1873.4
1409.2,1386.1
2136.1,1729.8
1448.1,1298.6
2249.0,2207.6
2398.5,1369.6
1612.3,1529.1
2440.7,2004.7
1926.8,629.2
2396.6,2389.7
1613.1,425.6
1737.0,1589.8
1994.2,831.0
2200.1,930.2
1573.0,1484.7
1779.4,1270.7
2257.5,1773.4
2408.6,1146.9
1472.5,1143.7
1562.1,135.1
1955.2,1820.5
1890.3,1215.5
1605.5,392.5
2482.8,2263.4
1834.2,1398.3
2145.0,147.2
2321.9,982.2
2047.0,1927.9
1402.1,331.3
1388.1,173.2
1385.2,213.3
1623.6,97.9
1894.8,253.6
2299.1,894.1
1628.7,1269.9
1796.3,1579.6
2060.4,1616.0
1574.7,329.6
2024.1,552.4
2086.0,544.9
1610.1,1267.8
3489.1,559.0
4110.8,2744.8
3170.3,514.8
3654.8,689.6
2677.9,1056.0
2776.8,1543.7
4649.9,1548.7
3563.9,2163.6
3760.8,3456.1
3684.4,3673.9
3191.5,2874.9
3792.6,3655.0
4204.7,3214.2
4248.2,1103.6
3186.5,359.7
3399.3,1271.2
3261.6,1935.6
3252.9,1235.5
3190.8,969.0
3431.9,1570.9
4565.2,3950.4
3250.7,2234.2
3166.3,1907.0
3540.5,2200.5
2632.7,235.8
3294.4,493.4
3587.8,877.4
4326.5,4175.9
3276.9,1209.3
3445.0,3299.1
2893.6,2885.2
3890.5,3584.7
3366.5,1002.0
3517.6,846.7
2745.9,2099.8
2974.9,2685.5
3469.1,641.9
3778.2,2962.6
3924.1,680.4
2636.4,538.9
2692.1,1522.1
3499.4,1160.2
4713.9,386.6
2806.1,173.0
3731.5,1100.9
3438.1,1774.0
4446.6,1233.4
3269.8,369.1
2990.9,1496.0
2751.1,2595.6
3162.5,542.5
3019.7,229.7
3028.3,1597.5
4452.3,2000.1
4688.3,4636.5
3585.2,948.4
2614.5,2068.8
2708.6,1278.7
3840.9,1190.7
4623.9,3134.5
2903.8,2257.1
3099.5,2742.7
3568.4,3507.8
3003.4,2309.9
3862.9,342.1
3615.1,1014.6
3370.8,2530.5
2706.4,2505.0
2813.8,176.8
3750.1,2519.0
4428.9,3852.4
3157.8,2409.7
4505.2,796.5
3102.4,2084.7
2874.4,1500.0
2634.3,2137.8
3210.7,2719.0
3437.0,3424.4
2567.0,2483.6
2848.8,2405.4
3684.7,3043.5
3272.2,1198.1
3367.0,1149.8
2805.5,744.2
4096.3,1363.3
4407.2,946.9
3945.9,3522.6
6815.5,5930.7
5175.3,1892.4
5875.1,3921.7
4778.4,4214.4
7154.1,778.0
5883.6,1567.9
6167.3,1840.9
4985.0,4955.4
5311.1,3726.7
6674.5,1035.6
5245.1,1146.4
7667.2,1977.0
5154.9,419.3
5084.5,444.7
4731.8,3507.3
5142.8,1286.5
4911.6,2047.6
7499.5,2207.7
6940.9,6741.8
7041.0,6969.3
5997.7,4668.9
5149.3,4600.4
7072.9,4048.5
5356.1,4459.5
5145.5,5141.5
8299.3,3364.0
5706.4,5438.0
7140.4,6557.7
9592.7,3443.7
8940.9,812.2
12333.2,8411.7
9426.2,7640.5
9509.4,4288.4
12567.5,1750.1
24831.2,13971.6
16642.7,6416.9
